crop,area_feddans,season,soil_type,region,seed_cost_egp,fertilizer_cost_egp,irrigation_cost_egp,labor_cost_egp,pesticide_cost_egp,profit_per_feddan_egp,price_egp_per_ton
Sugarcane,16,Summer,Clay,NewLands,45201,0,32959,49915,20384,102073,2500
Rice,50,Summer,Clay,Delta,42165,31003,35826,27529,17800,77451,23361
Sugarcane,51,Summer,Clay,NewLands,47445,99006,35741,32808,3063,97430,2500
Potato,3,Winter,Loamy,North_Coast,5717,4854,3701,5163,2004,21795,5415
Cotton,105,Summer,Loamy,Upper_Egypt,0,20221,9143,29854,7789,15575,29951
Sugarcane,165,Nile,Sandy,NewLands,72006,3869,3349,14716,15599,111096,2500
Tomato,18,Summer,Clay,Delta,50748,13604,35322,31387,4938,24309,4844
Fava Beans,1,Winter,Clay,NewLands,670,336,376,441,217,25596,44479
Potato,52,Winter,Loamy,NewLands,54486,12093,0,0,19654,40011,5457
Wheat,5,Winter,Clay,Sinai,4536,3351,2142,2745,1412,22856,18259
Tomato,20,Nile,Clay,Sinai,25765,20461,21467,23270,15952,28048,4598
Fava Beans,27,Winter,Clay,Delta,4192,14335,1699,15082,0,28275,44416
Maize,1,Summer,Sandy,Delta,930,754,494,542,366,27840,12793
Rice,428,Summer,Clay,Delta,0,13101,47390,1365,10206,87610,23140
Sugarcane,237,Nile,Loamy,Upper_Egypt,30986,57287,15748,29337,13881,107267,2500
Fava Beans,31,Winter,Sandy,Delta,11205,5647,2246,11535,3338,21466,44425
Tomato,93,Nile,Sandy,Delta,36294,6630,13026,26008,34139,54713,4211
Potato,48,Nile,Loamy,Sinai,47050,0,35222,51001,26709,33396,6082
Fava Beans,34,Winter,Sandy,Delta,14434,0,0,7850,1802,21754,44283
Rice,50,Summer,Clay,Delta,36125,34008,38318,25735,17831,93084,22192
Potato,20,Nile,Loamy,North_Coast,36757,7359,50768,59229,1090,35363,5520
Fava Beans,30,Winter,Sandy,NewLands,16322,9034,7546,11025,4485,17271,44469
Sugarcane,362,Nile,Loamy,Upper_Egypt,30851,41702,33645,66923,9794,112965,2500
Wheat,181,Winter,Clay,Upper_Egypt,4696,25369,0,3406,315,39678,19103
Maize,87,Summer,Clay,Upper_Egypt,15572,0,9033,9303,7410,33102,13263
Tomato,15,Nile,Clay,Sinai,23119,8476,0,0,30522,70740,4347
Maize,249,Summer,Loamy,Delta,9247,8707,7587,9739,9685,38238,13018
Rice,355,Nile,Clay,Delta,10129,36514,16277,21160,0,76593,22425
Rice,94,Summer,Loamy,NewLands,33116,30391,12144,16242,0,78571,22990
Potato,71,Nile,Sandy,North_Coast,52566,7027,0,68380,8893,61940,5775
Maize,126,Summer,Loamy,Delta,20854,9440,0,24018,6743,32999,13113
Maize,111,Summer,Clay,Upper_Egypt,11868,16971,15675,10421,0,31228,12792
Fava Beans,82,Winter,Clay,Sinai,17262,5028,9322,2282,4057,17837,44579
Potato,56,Winter,Sandy,Delta,13371,20409,17860,47716,47069,43560,6852
Fava Beans,15,Nile,Loamy,Delta,16295,6302,9183,8362,7169,28900,44485
Rice,7,Summer,Clay,Delta,6924,5527,4847,4891,2413,85666,23231
Potato,64,Nile,Sandy,Sinai,2529,61735,35066,6135,40751,18095,6353
Fava Beans,15,Winter,Clay,Sinai,8400,4655,4600,6213,2400,21556,44441
Tomato,20,Nile,Sandy,Sinai,26354,22373,19653,25907,16127,14777,4515
Tomato,61,Summer,Sandy,Upper_Egypt,21984,26314,10161,12304,14955,37032,4423
Sugarcane,61,Summer,Sandy,Upper_Egypt,60568,70789,64123,21061,10866,118760,2500
Fava Beans,3,Winter,Clay,North_Coast,1678,961,894,1160,602,23231,44385
Sugarcane,476,Nile,Sandy,Upper_Egypt,25185,55757,46958,0,15139,98490,2500
Wheat,30,Winter,Sandy,NewLands,21377,17658,11393,13744,7190,30954,18644
Fava Beans,60,Winter,Clay,Delta,4120,5619,7473,9173,7844,27061,44720
Fava Beans,14,Winter,Calcareous,Upper_Egypt,3236,0,6925,8072,4328,17535,44646
Wheat,99,Winter,Sandy,Delta,14424,8646,26757,8113,10294,32060,19422
Sugarcane,195,Nile,Clay,NewLands,42897,88408,5401,35123,22597,94745,2500
Rice,104,Summer,Clay,Delta,8413,9591,1658,33349,17418,75812,23501
Tomato,20,Nile,Sandy,North_Coast,24758,19159,25380,23797,14832,18803,4498
Potato,5,Nile,Loamy,Delta,10944,7873,6187,8268,3469,46676,7240
Cotton,109,Summer,Calcareous,Delta,82843,12786,12110,32615,21718,13395,28708
Potato,30,Winter,Clay,North_Coast,46261,34459,36639,41740,14237,28079,5449
Rice,104,Summer,Loamy,North_Coast,24589,14267,25580,14577,11700,84426,22656
Rice,466,Summer,Clay,Delta,18606,14263,26808,26641,8194,85548,21781
Maize,66,Summer,Clay,North_Coast,7258,28006,0,15270,7615,39950,12876
Cotton,4,Summer,Sandy,NewLands,13701,31232,18390,11369,7462,23556,28777
Tomato,83,Summer,Calcareous,Delta,5560,38619,8386,22842,39872,41943,4483
Potato,62,Winter,Sandy,North_Coast,54406,0,35750,27915,7402,36325,6147
Potato,81,Nile,Loamy,Sinai,32050,0,0,34661,17494,36762,7055
Potato,61,Winter,Sandy,North_Coast,0,29234,27285,27765,4109,52798,6507
Sugarcane,330,Summer,Clay,Upper_Egypt,34878,9636,20682,0,16804,90264,2500
Maize,108,Summer,Loamy,North_Coast,33766,21605,5769,7761,7011,29370,12772
Potato,21,Nile,Clay,North_Coast,58624,0,53483,8935,7674,33017,6236
Potato,1,Winter,Sandy,North_Coast,2402,1642,1414,1846,764,15153,5165
Maize,113,Summer,Sandy,North_Coast,16959,9623,4330,9226,0,25131,13535
Cotton,147,Summer,Loamy,Upper_Egypt,39655,29482,11571,4280,10944,15034,31503
Tomato,59,Nile,Loamy,Sinai,22569,58603,0,22024,3901,46007,4212
Tomato,2,Summer,Clay,Delta,3270,2371,3001,3213,1937,43194,3668
Cotton,140,Summer,Loamy,NewLands,51301,0,0,0,10509,13964,31748
Rice,119,Summer,Clay,Delta,2053,18524,31562,26535,13233,81345,22935
Sugarcane,2,Summer,Clay,Upper_Egypt,4120,4120,3059,4025,1235,110000,2500
Maize,92,Summer,Loamy,Delta,8983,17805,22339,8909,6507,48011,12577
Fava Beans,43,Winter,Clay,Upper_Egypt,9570,0,9165,1975,5108,29233,44411
Wheat,195,Winter,Clay,Delta,12002,10685,2125,7479,8677,28726,18413
Sugarcane,318,Nile,Loamy,Upper_Egypt,94238,26339,61255,87545,1750,94399,2500
Wheat,14,Winter,Loamy,Delta,23443,4412,23966,20216,10123,27638,18199
Maize,30,Summer,Sandy,Upper_Egypt,20846,13544,13389,11079,8618,22225,13197
Rice,50,Summer,Clay,Delta,36961,34446,36518,25980,14963,81917,22387
Tomato,93,Nile,Clay,Upper_Egypt,9593,74788,0,23872,0,41132,4355
Sugarcane,324,Nile,Loamy,Upper_Egypt,29305,56306,0,19707,17558,95233,2500
Maize,211,Summer,Clay,Delta,0,9142,0,28805,7164,36586,13167
Tomato,10,Nile,Clay,North_Coast,3616,16076,33923,22733,7473,39192,4729
Potato,37,Nile,Clay,North_Coast,4055,10030,39668,29118,11240,53278,5280
Rice,3,Summer,Clay,Delta,2567,2131,2398,2264,1209,87101,22119
Sugarcane,266,Summer,Sandy,Upper_Egypt,0,0,0,45112,738,110843,2500
Wheat,129,Winter,Clay,NewLands,29116,1323,9354,15343,9231,28614,18566
Tomato,37,Nile,Loamy,Delta,36857,13731,0,637,29019,35856,4090
Potato,35,Winter,Loamy,Sinai,2681,25197,0,46717,1463,35613,6862
Maize,158,Nile,Clay,Delta,14513,19205,4771,9572,4583,30251,13055
Maize,50,Summer,Sandy,Delta,25513,9782,0,0,0,33914,13353
Rice,130,Nile,Clay,Delta,29727,31646,45750,26607,17258,85336,23039
Fava Beans,83,Winter,Sandy,Sinai,22450,310,4316,20769,4229,21265,44812
Cotton,113,Summer,Sandy,Upper_Egypt,15842,26159,0,16480,15778,11884,32313
Rice,329,Summer,Clay,NewLands,20667,31222,38038,13084,11074,72896,22857
Maize,32,Nile,Sandy,Delta,6644,13979,7856,9546,2873,32494,13295
Cotton,58,Summer,Clay,Upper_Egypt,16953,48573,13679,38293,6087,11773,30752
Wheat,184,Winter,Clay,Delta,0,4183,7158,18539,1569,30886,19053
Cotton,100,Summer,Sandy,NewLands,89363,55335,53271,69581,43283,11633,28488
Wheat,8,Nile,Loamy,Delta,23440,1779,41,34481,8499,33349,18733
Sugarcane,142,Summer,Sandy,NewLands,49978,34510,30869,33707,6174,105697,2500
Fava Beans,30,Winter,Loamy,Upper_Egypt,14952,7771,9301,11905,4933,34178,44236
Fava Beans,92,Winter,Clay,Sinai,11135,16240,5100,13196,7687,26153,44323
Wheat,65,Winter,Loamy,North_Coast,23997,9721,13765,16820,0,26657,17452
Wheat,10,Winter,Clay,NewLands,6959,6064,3817,5194,2774,28304,18284
Potato,2,Nile,Loamy,Sinai,4557,3257,2935,2825,1398,25102,6370
Sugarcane,7,Summer,Loamy,Upper_Egypt,13041,12434,11445,13442,4130,83685,2500
Potato,92,Winter,Sandy,Sinai,0,30966,52369,34313,45270,34958,5989
Maize,33,Summer,Loamy,NewLands,14491,19503,16630,8267,0,31360,13478
Fava Beans,38,Winter,Sandy,Sinai,7851,15458,0,7013,4539,21591,44293
Cotton,50,Summer,Calcareous,Delta,46522,36572,29560,37347,24555,14244,27450
Fava Beans,26,Winter,Sandy,Upper_Egypt,19454,4443,8315,0,9229,31751,44493
Tomato,54,Nile,Loamy,North_Coast,22500,2059,3185,53820,21959,40621,4585
Fava Beans,54,Winter,Loamy,Upper_Egypt,12121,420,4891,5807,6578,32122,44496
Tomato,51,Summer,Loamy,Sinai,474,25981,21775,16188,33283,32420,3513
Potato,10,Nile,Loamy,Delta,48881,0,21770,2993,17195,24926,5893
Potato,20,Winter,Clay,Sinai,38581,26424,19516,23154,11585,48396,5174
Cotton,74,Summer,Clay,Delta,0,9785,22898,30329,13345,14272,30786
Tomato,67,Winter,Sandy,Delta,0,5353,64875,71389,32827,44058,4578
Rice,15,Summer,Clay,Delta,11646,10387,9949,7465,5915,85255,22461
Sugarcane,138,Nile,Loamy,Upper_Egypt,51053,32963,16651,0,1661,99186,2500
Rice,315,Summer,Clay,Delta,16148,30828,37334,15882,9562,85495,22392
Potato,7,Winter,Sandy,North_Coast,14388,10942,8105,10467,4236,18432,5908
Cotton,15,Summer,Calcareous,Upper_Egypt,15630,12551,8372,11274,6729,11663,31188
Cotton,3,Summer,Clay,NewLands,4098,2882,1766,2573,1505,19091,28459
Cotton,10,Summer,Clay,NewLands,11067,8323,6418,8169,5424,13804,30553
Potato,32,Nile,Sandy,NewLands,22932,91188,0,37589,14920,27238,5632
Potato,60,Winter,Clay,North_Coast,61469,0,6056,10214,15617,30226,5476
Sugarcane,37,Nile,Clay,Upper_Egypt,23709,80953,0,51835,10339,112538,2500
Potato,8,Winter,Loamy,NewLands,0,66571,0,36864,27392,54839,5333
Rice,50,Summer,Clay,Delta,34092,32171,31968,26272,17711,70733,22682
Sugarcane,110,Summer,Loamy,Upper_Egypt,0,0,0,0,6923,110872,2500
Potato,98,Summer,Clay,Sinai,77184,17635,51643,0,0,38910,7107
Sugarcane,342,Nile,Sandy,NewLands,50942,19767,90880,39439,28888,87268,2500
Fava Beans,2,Winter,Calcareous,NewLands,1108,693,770,959,451,20034,44396
Wheat,188,Winter,Clay,North_Coast,11018,7507,18613,25925,4319,37028,18511
Potato,10,Winter,Sandy,Sinai,21460,0,23537,35420,11085,37189,5879
Potato,12,Nile,Loamy,North_Coast,37324,25671,0,49464,0,21498,5815
Fava Beans,63,Nile,Clay,North_Coast,24250,2520,4874,11935,4496,22004,44594
Tomato,20,Nile,Loamy,North_Coast,25062,22716,25327,25768,12483,29731,4749
Fava Beans,48,Nile,Sandy,Upper_Egypt,10557,2884,4104,6835,4240,34014,44421
Maize,238,Summer,Sandy,Delta,9401,15510,10658,100,1610,42805,12862
Potato,91,Winter,Sandy,North_Coast,43366,20211,0,1738,0,46166,5783
Rice,263,Summer,Clay,Delta,0,9399,31939,19272,6739,87886,21678
Potato,20,Winter,Clay,Sinai,30777,24811,24123,24659,9720,56367,5049
Wheat,2,Winter,Sandy,NewLands,1808,1248,843,1150,701,15337,19052
Wheat,148,Winter,Loamy,Upper_Egypt,10547,12143,8978,0,5301,24051,19183
Wheat,13,Winter,Loamy,Delta,19788,4774,0,2514,10189,25584,18293
Cotton,50,Summer,Loamy,Delta,46146,37815,25016,34009,24116,24308,30655
Rice,20,Summer,Loamy,Delta,16998,14129,13475,12930,6528,74566,23179
Wheat,17,Winter,Calcareous,Upper_Egypt,37789,13545,23498,16265,23238,29416,19857
Sugarcane,50,Summer,Loamy,Upper_Egypt,92856,78932,68637,88115,23658,89221,2500
Tomato,50,Summer,Loamy,Upper_Egypt,58865,48956,46560,52798,34809,54207,4361
Sugarcane,133,Nile,Clay,NewLands,33111,0,2531,57508,5211,120759,2500
Tomato,65,Summer,Sandy,Sinai,20976,20201,19685,68501,10676,36975,3714
Cotton,85,Summer,Loamy,Delta,7945,12139,13719,6027,6169,18401,30131
Tomato,66,Nile,Sandy,Sinai,30638,1794,32849,16669,0,30985,4086
Wheat,189,Winter,Loamy,Sinai,32105,19697,11046,7100,0,27076,17742
Rice,272,Summer,Loamy,Delta,19727,8689,21704,22359,5396,74808,22629
Cotton,3,Summer,Calcareous,Upper_Egypt,3895,2645,2019,2418,1810,13241,28324
Cotton,30,Summer,Loamy,Delta,32123,22830,18130,19840,12171,23077,32217
Maize,230,Summer,Clay,Upper_Egypt,2254,13307,0,22509,0,32569,13270
Wheat,53,Winter,Clay,NewLands,21278,26935,11157,14927,5807,20100,18407
Potato,99,Winter,Sandy,North_Coast,0,17180,34861,0,4015,20028,6820
Tomato,54,Nile,Loamy,Sinai,56585,10697,4732,13702,51,35666,4451
Maize,173,Summer,Clay,Delta,0,10215,1850,0,9535,26462,12782
Wheat,197,Winter,Loamy,Delta,15348,0,10632,21544,12843,28830,19126
Sugarcane,210,Nile,Clay,NewLands,82916,37794,36952,51929,0,114634,2500
Potato,2,Nile,Sandy,North_Coast,4678,3569,2957,3094,1391,25349,5332
Sugarcane,427,Nile,Loamy,Upper_Egypt,40130,0,71765,0,12488,108178,2500
Wheat,58,Winter,Clay,Delta,10297,0,17276,11014,18752,21986,17999
Rice,100,Summer,Loamy,Delta,69001,58902,61869,52905,34826,80635,22206
Cotton,126,Summer,Calcareous,Delta,0,10907,9553,35843,12924,17421,31147
Rice,10,Summer,Clay,Delta,9394,6121,8365,5879,3319,81821,24097
Wheat,1,Winter,Sandy,North_Coast,974,625,538,614,408,23160,17753
Cotton,19,Summer,Sandy,Delta,34984,26290,19182,17436,5863,14871,30636
Wheat,116,Winter,Clay,Delta,18588,0,8754,27545,2468,37174,18105
Fava Beans,56,Nile,Loamy,Delta,11163,4700,9818,0,7701,24814,44428
Potato,30,Nile,Sandy,North_Coast,46951,41819,35862,35575,14242,23220,5595
Wheat,6,Winter,Loamy,North_Coast,346,9435,14155,1550,351,27718,18005
Tomato,6,Summer,Sandy,Delta,7396,28310,23024,0,32796,45972,4439
Sugarcane,450,Summer,Loamy,Upper_Egypt,12729,10992,8412,35637,0,103084,2500
Tomato,13,Winter,Sandy,Delta,38034,0,50984,18671,9187,32386,4536
Maize,20,Summer,Loamy,North_Coast,13445,11045,7565,8610,5865,38098,13009
Maize,176,Summer,Clay,Upper_Egypt,0,11731,0,4983,7636,23032,12956
Maize,276,Summer,Clay,Upper_Egypt,0,6700,4715,0,13913,29252,12769
Sugarcane,245,Summer,Loamy,Upper_Egypt,80184,29484,59635,59721,13003,111296,2500
Rice,362,Summer,Clay,Delta,23699,0,0,14716,19060,82525,23434
Wheat,100,Winter,Calcareous,Delta,62726,56082,40023,41162,24571,23672,18646
Sugarcane,427,Nile,Loamy,NewLands,50443,62376,5823,22526,2350,102946,2500
Cotton,73,Summer,Loamy,NewLands,0,14508,13739,21096,7691,14298,29984
Potato,11,Summer,Sandy,Delta,32906,51092,40623,60009,9411,35671,6390
Rice,286,Summer,Clay,Delta,4670,0,32618,16697,13911,76513,22042
Tomato,73,Nile,Sandy,North_Coast,0,46814,4986,38849,14667,32033,4655
Potato,27,Winter,Loamy,Delta,60297,77631,0,24126,18634,50186,5553
Fava Beans,86,Winter,Clay,Delta,10364,1489,1807,2175,7744,19384,44587
Tomato,1,Summer,Loamy,Delta,1834,1209,1650,1794,915,31650,4083
Rice,281,Summer,Loamy,Delta,1311,31284,0,27418,9663,79164,21964
Fava Beans,33,Winter,Sandy,Delta,1073,7619,3599,8062,914,17576,44256
Sugarcane,72,Nile,Sandy,NewLands,71899,52914,56676,56197,15639,99356,2500
Cotton,3,Summer,Clay,Upper_Egypt,3205,2554,1935,2467,1634,21887,30210
Rice,7,Summer,Clay,Delta,6152,5636,5203,4354,2924,84671,22481
Maize,279,Summer,Calcareous,North_Coast,14604,10831,8227,25575,9170,39559,13202
Tomato,83,Nile,Loamy,Upper_Egypt,25360,49513,47541,0,28116,42538,3690
Potato,94,Winter,Clay,Delta,0,32042,35443,2910,7347,41393,5906
Rice,15,Summer,Clay,Delta,13936,8661,9826,8061,5198,80211,22305
Cotton,123,Summer,Clay,Upper_Egypt,0,26931,1687,27098,15607,15163,28928
Sugarcane,351,Nile,Loamy,NewLands,77997,37387,40106,65151,0,110137,2500
Fava Beans,54,Winter,Sandy,North_Coast,3872,14967,10559,4869,3594,19215,44371
Sugarcane,30,Summer,Clay,Upper_Egypt,44657,47319,40127,44900,16099,113066,2500
Cotton,36,Summer,Clay,NewLands,15398,651,9193,18001,1625,12608,31259
Cotton,101,Summer,Sandy,Delta,18744,22131,13663,9905,0,17697,29034
Rice,10,Summer,Clay,Delta,9056,6219,7512,6058,3697,84087,23480
Tomato,37,Nile,Sandy,Delta,13941,0,6393,47520,46507,35141,3923
Rice,322,Summer,Clay,Delta,25650,2626,25563,27412,0,84036,23305
Sugarcane,100,Nile,Loamy,Upper_Egypt,167683,140980,131909,152926,38545,91910,2500
Sugarcane,50,Summer,Clay,Upper_Egypt,77542,74779,64918,92534,20118,114702,2500
Wheat,157,Winter,Calcareous,Sinai,29718,491,9740,21509,6275,31883,18036
Potato,59,Nile,Sandy,NewLands,25473,17002,39797,22744,22106,34206,6286
Maize,30,Summer,Sandy,North_Coast,20537,17123,10313,13247,9290,28643,12966
Rice,50,Summer,Loamy,Delta,35596,28818,34632,28053,16483,83206,23213
Wheat,44,Winter,Clay,Delta,23575,12526,16623,20659,5181,43947,18127
Potato,15,Nile,Calcareous,NewLands,52961,42283,20833,50658,19642,43813,5996
Cotton,84,Summer,Sandy,Delta,0,37729,11397,0,728,15515,29626
Tomato,37,Nile,Sandy,North_Coast,36528,43759,60586,0,19664,42076,4928
Fava Beans,43,Winter,Sandy,Upper_Egypt,0,0,8755,4078,4327,14825,44539
Wheat,196,Nile,Loamy,Upper_Egypt,0,8268,10433,10855,1411,24224,18569
Rice,3,Summer,Loamy,Delta,2713,1947,2633,2102,1235,78743,22764
Potato,61,Nile,Loamy,Sinai,47255,39622,44496,0,10720,43582,5657
Rice,329,Summer,Loamy,NewLands,0,18746,21210,32459,7193,81847,22752
Fava Beans,57,Winter,Sandy,North_Coast,1788,11807,8748,9945,1592,27737,44560
Fava Beans,25,Winter,Clay,North_Coast,4538,162,5514,13311,9887,19647,44438
Cotton,28,Summer,Clay,Delta,162,4993,0,26461,0,18798,30252
Tomato,15,Nile,Sandy,Upper_Egypt,21778,16411,15778,17865,11437,43041,5325
Potato,7,Winter,Clay,Sinai,15419,8713,8062,9510,3835,39468,6460
Cotton,50,Summer,Loamy,Delta,42982,30899,30038,37323,25308,20873,29386
Tomato,98,Nile,Loamy,Sinai,16724,27303,39633,0,1513,35683,4943
Potato,26,Winter,Sandy,North_Coast,0,21844,58032,92445,0,55913,5704
Fava Beans,73,Winter,Calcareous,Delta,38295,0,5756,1789,5580,26951,44194
Wheat,91,Winter,Clay,Upper_Egypt,28436,18981,0,19241,10674,34546,17937
Sugarcane,50,Summer,Loamy,Upper_Egypt,71813,64855,76819,86310,24737,93324,2500
Fava Beans,9,Winter,Clay,North_Coast,26142,3942,4485,4977,2606,19626,44448
Tomato,1,Nile,Loamy,Upper_Egypt,1692,1202,1298,1569,1048,48635,4425
Rice,326,Summer,Loamy,Delta,7172,11464,9627,17362,7905,77715,23963
Maize,15,Summer,Loamy,Delta,21324,0,24526,4228,11878,35002,13114
Rice,457,Nile,Loamy,North_Coast,17226,19971,7798,0,5583,79977,22874
Maize,72,Summer,Clay,Delta,16624,0,9805,8297,5395,33418,13255
Maize,1,Summer,Loamy,Upper_Egypt,749,640,517,517,410,32460,12405
Rice,490,Summer,Clay,North_Coast,12658,35830,20518,10986,8812,74439,23136
Cotton,15,Summer,Clay,NewLands,12515,16055,13407,14464,20854,21795,30928
Sugarcane,11,Nile,Sandy,Upper_Egypt,6110,7693,1100,8841,10876,99349,2500
Potato,30,Nile,Clay,Sinai,54372,38674,34385,42767,17442,29597,6622
Maize,299,Summer,Clay,North_Coast,11228,27253,18947,14107,14018,32142,13118
Sugarcane,91,Summer,Sandy,Upper_Egypt,70544,10165,64181,0,1027,110682,2500
Sugarcane,323,Summer,Sandy,Upper_Egypt,67606,109611,70347,14153,0,111474,2500
Fava Beans,9,Winter,Calcareous,Delta,0,0,2824,13834,6669,24166,44843
Sugarcane,77,Nile,Sandy,Upper_Egypt,77449,26700,1982,22492,0,94417,2500
Maize,146,Summer,Clay,North_Coast,19826,18672,169,5848,12078,41455,13092
Sugarcane,420,Summer,Clay,NewLands,91969,33140,0,36731,9920,100202,2500
Tomato,94,Nile,Clay,Upper_Egypt,41599,29979,38453,70545,13613,31640,4045
Cotton,7,Summer,Calcareous,NewLands,7151,5862,4398,5274,3901,15181,31012
Fava Beans,37,Winter,Loamy,North_Coast,9582,11159,0,9337,8190,15850,44372
Sugarcane,263,Summer,Loamy,Upper_Egypt,0,37867,42838,32358,6428,105047,2500
Wheat,98,Winter,Sandy,NewLands,5333,16587,14097,1205,3180,33743,18186
Maize,150,Summer,Sandy,North_Coast,0,21881,0,11395,1141,28887,13157
Rice,484,Summer,Loamy,North_Coast,25818,0,20900,8341,7488,78429,23192
Rice,20,Summer,Loamy,Delta,16018,13367,16460,12131,6528,71006,23596
Tomato,53,Nile,Calcareous,Delta,20807,11946,27787,30982,42425,28585,4194
Tomato,32,Summer,Sandy,Upper_Egypt,44420,28678,43160,34558,10662,32426,4299
Fava Beans,15,Winter,Clay,Delta,8541,4390,4265,6084,2598,30527,44354
Maize,210,Summer,Sandy,Delta,14366,16579,14884,4671,0,16091,12899
Fava Beans,28,Winter,Loamy,Sinai,17557,3412,8460,15343,8452,28294,44558
Rice,255,Summer,Clay,Delta,362,23043,1027,20445,13410,83290,23435
Potato,10,Winter,Loamy,Sinai,57361,68916,3365,16235,22092,46006,5400
Wheat,73,Winter,Sandy,Sinai,0,16395,0,0,5257,23143,18819
Sugarcane,282,Summer,Loamy,NewLands,27778,74440,7504,35965,1555,94544,2500
Fava Beans,74,Winter,Loamy,Upper_Egypt,19631,18638,6576,6097,4093,25043,44563
Tomato,94,Summer,Clay,Delta,48199,16253,29459,47195,5528,35761,5239
Rice,45,Summer,Loamy,Delta,47058,27196,43330,28955,2393,78490,22556
Cotton,9,Summer,Calcareous,NewLands,33174,0,20033,19191,8439,21215,28095
Maize,1,Summer,Clay,Upper_Egypt,776,615,550,596,358,28476,12526
Maize,7,Summer,Clay,NewLands,4748,4397,3242,3825,2125,28482,13441
Wheat,133,Winter,Loamy,Sinai,32064,14265,12782,9776,9926,28643,18718
Cotton,12,Summer,Clay,Delta,33389,0,0,1163,17998,16905,29766
Cotton,5,Summer,Loamy,Upper_Egypt,5307,4585,3015,4510,3071,11657,30238
Rice,20,Summer,Clay,Delta,15335,14115,15693,12224,8351,88809,22354
Wheat,170,Winter,Clay,North_Coast,0,35574,0,11678,14492,34670,19559
Sugarcane,401,Nile,Loamy,Upper_Egypt,9832,27225,54129,121901,11691,105018,2500
Maize,237,Nile,Clay,NewLands,10410,22843,500,1184,6467,17397,13054
Sugarcane,20,Summer,Loamy,Upper_Egypt,32252,34656,26251,35209,9949,99729,2500
Fava Beans,17,Winter,Calcareous,Sinai,13169,3309,5570,2236,4023,32451,44574
Cotton,123,Summer,Sandy,NewLands,0,23303,5148,15243,11728,11908,30159
Rice,20,Summer,Clay,Delta,18096,13220,15835,10896,7476,90542,22546
Potato,5,Nile,Sandy,Delta,8944,6496,7175,7652,3248,30475,6224
Sugarcane,5,Nile,Loamy,Upper_Egypt,8930,8069,8921,10688,2671,93462,2500
Maize,161,Summer,Clay,Delta,38048,0,20846,17054,4267,25941,13399
Sugarcane,133,Nile,Clay,NewLands,61350,0,61656,93725,26154,104589,2500
Maize,20,Summer,Clay,Upper_Egypt,13175,10749,8618,8640,5966,38221,12880
Potato,22,Nile,Loamy,Delta,29129,3696,36911,24251,8315,27757,5360
Maize,3,Summer,Clay,Upper_Egypt,2522,1777,1494,1390,1002,37202,12988
Sugarcane,338,Nile,Loamy,Upper_Egypt,111290,54015,27084,31770,9311,90526,2500
Rice,359,Summer,Clay,Delta,0,20788,35062,6721,14618,69779,23629
Rice,393,Summer,Clay,Delta,53729,18398,36817,20342,8783,84487,22028
Fava Beans,10,Winter,Calcareous,NewLands,5195,3278,2811,3342,1913,16965,44732
Tomato,36,Nile,Clay,Upper_Egypt,26100,0,18190,4938,5363,40333,4348
Potato,5,Nile,Loamy,North_Coast,10762,7927,5551,7672,3076,25310,5693
Fava Beans,52,Winter,Clay,North_Coast,0,9091,6763,16179,2796,21820,44349
Fava Beans,44,Winter,Clay,North_Coast,19492,971,7179,7932,7320,25992,44252
Cotton,10,Summer,Loamy,NewLands,9856,7991,6534,8070,5433,12554,31002
Potato,54,Nile,Clay,Delta,0,3875,0,13858,25391,34406,5989
Wheat,162,Winter,Sandy,North_Coast,6758,2800,0,8630,5284,22421,17804
Cotton,18,Nile,Loamy,Delta,0,32441,6168,0,11628,15295,28024
Wheat,83,Winter,Calcareous,Upper_Egypt,15753,3514,9029,8737,749,23725,18253
Tomato,22,Summer,Clay,North_Coast,36659,5034,41678,46705,0,50617,5148
Wheat,22,Winter,Loamy,North_Coast,4595,3605,10668,20030,7706,40654,18288
Fava Beans,94,Winter,Clay,Upper_Egypt,14135,20147,5363,8961,8240,20075,44275
Tomato,20,Nile,Loamy,Upper_Egypt,27165,21359,20619,22385,15512,29009,4310
