nitrogen_mg_kg,phosphorus_mg_kg,potassium_mg_kg,soil_ph,organic_matter_pct,temperature_avg_c,humidity_pct,rainfall_mm,soil_type,region,season,recommended_crop
70.1,26.5,176.1,6.34,1.03,30.2,40.1,0.7,Sandy,NewLands,Summer,Sugarcane
80.8,36.2,196.9,6.4,2.1,31.6,73.1,6.5,Loamy,Delta,Summer,Rice
80.8,30.1,187.1,6.3,2.4,24.1,52.9,1.4,Sandy,Sinai,Nile,Tomato
115.1,23.5,162.2,7.39,1.408,29.8,55.1,7.4,Clay,Delta,Summer,Maize
89.8,33.8,153.2,7.81,2.42,14.7,43.9,10.5,Loamy,Upper_Egypt,Nile,Wheat
93.1,45.5,202.9,6.6,1.8,24.1,52.0,3.0,Clay,Delta,Summer,Maize
106.7,25.6,196.7,6.1,2.1,31.8,24.3,0.8,Clay,NewLands,Nile,Sugarcane
101.9,38.3,219.0,6.02,2.338,23.1,78.5,1.7,Sandy,Delta,Summer,Maize
103.0,31.8,169.8,5.83,1.164,24.6,79.0,5.4,Loamy,Upper_Egypt,Summer,Maize
99.4,34.4,178.1,7.51,1.04,18.0,47.5,44.7,Clay,Delta,Winter,Wheat
77.3,43.3,200.3,6.5,1.3,20.4,62.8,18.5,Sandy,Sinai,Winter,Potato
114.8,47.3,206.1,6.18,2.081,27.1,74.3,7.9,Clay,Delta,Summer,Maize
82.7,29.4,241.9,6.1,1.7,16.0,57.0,23.3,Loamy,Sinai,Winter,Potato
95.0,33.8,181.8,6.3,2.1,27.0,74.7,9.3,Clay,NewLands,Summer,Rice
77.8,43.8,162.9,7.1,2.0,35.1,74.1,1.7,Loamy,NewLands,Summer,Rice
38.8,45.9,144.8,6.15,1.415,16.6,63.3,51.9,Calcareous,Delta,Winter,Fava Beans
100.4,48.7,210.4,6.35,2.477,21.4,50.6,6.4,Loamy,North_Coast,Nile,Tomato
70.2,40.5,193.1,6.22,2.708,22.8,75.5,13.0,Calcareous,Sinai,Winter,Potato
105.8,48.4,201.6,6.1,2.2,30.1,70.7,5.0,Loamy,NewLands,Summer,Rice
86.2,48.5,215.4,6.33,1.185,27.1,41.9,3.1,Sandy,North_Coast,Nile,Tomato
43.2,23.0,139.7,6.59,1.109,15.4,62.1,35.2,Loamy,Upper_Egypt,Nile,Fava Beans
101.8,30.9,172.4,7.3,1.5,23.2,59.1,5.2,Loamy,Delta,Summer,Maize
66.8,43.8,164.4,6.68,0.919,16.5,46.2,13.5,Loamy,Delta,Winter,Wheat
78.0,27.1,221.0,7.4,1.7,40.4,40.6,3.9,Sandy,Upper_Egypt,Summer,Cotton
78.9,40.6,207.5,5.93,1.281,15.5,57.6,3.2,Loamy,NewLands,Winter,Potato
103.1,29.6,183.8,5.59,1.793,17.5,77.3,26.9,Sandy,North_Coast,Winter,Potato
45.7,44.9,209.7,6.42,1.036,34.2,41.3,2.8,Clay,Upper_Egypt,Summer,Cotton
76.0,39.1,218.0,6.0,1.9,25.4,70.8,1.4,Loamy,Delta,Summer,Rice
88.6,39.5,167.6,6.3,2.2,18.3,55.9,22.1,Clay,North_Coast,Winter,Potato
82.4,52.1,207.2,7.0,1.9,34.6,49.4,2.7,Sandy,NewLands,Summer,Sugarcane
55.3,35.2,159.1,6.4,0.8,33.9,25.3,3.7,Loamy,Upper_Egypt,Summer,Cotton
76.9,44.1,214.6,7.2,2.3,21.5,60.5,5.0,Sandy,Delta,Nile,Tomato
67.7,51.1,206.9,7.32,1.064,21.6,51.3,5.9,Sandy,North_Coast,Winter,Tomato
68.4,33.0,170.6,6.9,2.0,17.9,49.3,8.2,Clay,North_Coast,Nile,Wheat
100.7,29.5,180.6,6.7,1.2,27.5,52.9,5.2,Sandy,North_Coast,Summer,Maize
63.3,51.0,228.5,6.16,2.114,18.5,50.6,8.1,Sandy,North_Coast,Summer,Potato
62.2,32.6,166.2,7.4,1.6,33.0,36.4,4.2,Sandy,Upper_Egypt,Summer,Cotton
73.3,23.0,201.5,7.19,1.614,24.9,70.5,3.5,Clay,Upper_Egypt,Summer,Maize
86.5,33.7,229.3,6.7,2.001,18.1,68.6,27.2,Clay,Delta,Nile,Potato
47.4,34.3,153.5,6.78,1.06,18.5,68.4,37.7,Clay,North_Coast,Winter,Fava Beans
77.4,40.5,215.3,6.7,2.5,24.8,66.6,4.3,Clay,Sinai,Winter,Tomato
93.5,39.9,244.7,6.2,2.5,30.1,89.9,4.0,Loamy,Delta,Nile,Rice
97.3,40.1,259.5,6.34,2.518,25.9,51.0,0.2,Sandy,NewLands,Summer,Sugarcane
80.7,36.5,206.3,5.82,1.726,23.3,53.3,14.1,Sandy,Delta,Winter,Potato
43.1,21.7,158.8,6.09,0.864,31.7,31.8,2.4,Sandy,Delta,Summer,Cotton
95.9,34.0,199.8,7.03,1.987,26.6,63.2,3.5,Clay,Delta,Summer,Maize
33.8,41.7,122.4,7.0,2.3,12.8,79.7,26.2,Clay,North_Coast,Winter,Fava Beans
86.5,38.1,199.2,6.2,2.2,29.2,37.3,1.8,Loamy,Upper_Egypt,Summer,Sugarcane
77.5,45.8,205.4,6.62,1.356,25.2,53.7,4.4,Clay,Delta,Summer,Maize
65.7,49.5,151.0,6.91,2.215,16.1,77.1,3.3,Loamy,Delta,Summer,Potato
90.2,23.8,175.9,7.87,1.376,16.9,46.4,31.7,Loamy,Delta,Winter,Wheat
85.7,48.1,164.5,5.57,2.051,31.6,77.1,0.8,Clay,Delta,Summer,Rice
40.2,31.4,159.0,6.8,1.5,33.3,42.0,3.1,Calcareous,Delta,Summer,Cotton
106.9,33.8,159.6,6.39,1.953,23.5,64.9,6.0,Clay,NewLands,Summer,Maize
90.2,44.0,150.8,6.3,1.8,20.1,65.0,30.6,Calcareous,NewLands,Nile,Potato
89.4,51.9,162.0,6.8,2.591,24.9,66.2,4.7,Clay,Sinai,Nile,Tomato
88.4,31.9,147.0,6.64,1.622,22.5,51.1,5.9,Sandy,Upper_Egypt,Nile,Tomato
74.9,34.2,146.8,7.1,1.8,16.9,52.2,19.8,Clay,North_Coast,Winter,Wheat
85.3,39.5,172.9,5.65,3.015,17.0,50.0,7.8,Loamy,North_Coast,Nile,Potato
91.1,40.0,234.6,6.01,2.014,38.1,38.1,3.8,Sandy,NewLands,Summer,Sugarcane
42.6,30.7,162.9,6.6,2.4,12.9,65.2,41.3,Loamy,Upper_Egypt,Winter,Fava Beans
65.1,41.6,209.3,6.0,2.0,17.2,76.2,4.4,Sandy,Sinai,Winter,Potato
71.5,28.4,130.5,7.15,1.684,18.6,50.2,59.3,Clay,Sinai,Winter,Wheat
25.3,33.9,126.4,6.9,1.8,15.7,65.0,24.4,Clay,Sinai,Winter,Fava Beans
52.6,42.1,161.0,7.21,2.208,11.1,72.7,62.1,Sandy,Sinai,Winter,Fava Beans
33.4,35.6,135.2,7.6,1.062,14.9,78.8,44.6,Sandy,Sinai,Winter,Fava Beans
72.9,27.5,241.3,5.54,2.611,17.4,58.7,13.1,Clay,NewLands,Winter,Potato
62.8,28.5,264.8,6.62,1.572,18.1,70.8,6.8,Sandy,Sinai,Winter,Potato
70.6,30.3,153.4,6.08,2.431,19.1,65.0,23.7,Loamy,Delta,Winter,Potato
80.4,32.2,156.2,5.72,1.816,28.2,70.4,4.8,Clay,Delta,Summer,Rice
66.8,33.8,131.6,7.49,1.121,34.6,25.4,8.0,Clay,Upper_Egypt,Summer,Cotton
65.7,29.9,152.9,7.7,1.1,38.8,36.9,3.8,Loamy,Upper_Egypt,Summer,Cotton
95.6,39.4,183.2,6.4,1.9,31.4,51.0,4.4,Loamy,NewLands,Summer,Maize
100.9,50.0,204.5,6.8,1.7,32.9,37.0,3.0,Loamy,NewLands,Summer,Sugarcane
56.4,31.1,143.7,6.8,1.4,30.8,35.2,3.9,Clay,Delta,Summer,Cotton
76.0,49.1,208.2,7.07,1.176,28.4,66.7,3.8,Clay,Delta,Nile,Tomato
66.4,36.7,166.6,7.5,1.7,12.4,64.7,39.7,Clay,Upper_Egypt,Winter,Wheat
104.0,49.0,162.3,6.6,1.7,29.2,77.3,3.7,Calcareous,Delta,Summer,Maize
45.5,39.9,160.4,7.68,1.835,14.3,80.5,34.6,Clay,Delta,Winter,Fava Beans
59.6,35.7,183.1,7.3,0.9,32.7,27.4,1.6,Clay,Upper_Egypt,Summer,Cotton
65.8,27.2,166.4,7.4,1.3,16.5,41.4,21.6,Clay,NewLands,Winter,Wheat
56.6,22.1,148.7,7.1,1.1,40.5,23.4,5.3,Clay,Delta,Summer,Cotton
106.5,45.9,152.1,6.6,1.8,27.1,71.6,3.7,Clay,Delta,Nile,Tomato
41.0,21.5,153.2,7.86,1.303,31.9,36.3,4.5,Calcareous,Delta,Summer,Cotton
20.7,43.7,135.5,6.35,1.923,17.6,66.6,8.7,Clay,Sinai,Winter,Fava Beans
72.9,35.1,247.5,5.9,2.0,24.9,53.2,12.6,Sandy,Delta,Nile,Potato
73.6,37.5,199.1,6.8,3.4,27.9,76.4,6.8,Loamy,Delta,Summer,Rice
92.9,33.1,180.3,6.5,2.3,26.6,33.9,3.6,Loamy,NewLands,Summer,Sugarcane
95.2,36.6,222.2,6.3,3.4,35.0,69.2,5.3,Loamy,Delta,Summer,Rice
65.1,37.5,269.1,6.58,2.535,20.5,63.3,26.2,Loamy,North_Coast,Winter,Potato
27.2,49.7,145.8,7.54,2.068,17.3,64.1,13.6,Loamy,Sinai,Nile,Fava Beans
37.0,34.9,176.2,6.03,1.354,9.6,86.5,21.8,Clay,Sinai,Winter,Fava Beans
50.7,36.7,138.6,7.4,1.5,10.3,68.8,71.4,Loamy,North_Coast,Winter,Fava Beans
65.4,40.9,237.2,5.9,2.5,17.9,53.2,13.5,Clay,Sinai,Winter,Potato
72.1,33.7,156.3,6.86,2.301,21.7,57.8,3.7,Calcareous,Delta,Summer,Maize
74.2,31.0,174.9,6.44,1.54,30.4,69.9,2.5,Loamy,NewLands,Summer,Maize
92.1,25.8,138.5,7.1,1.3,19.1,43.6,35.9,Sandy,Delta,Winter,Wheat
38.5,25.0,168.3,6.44,2.629,17.1,84.2,21.1,Loamy,Delta,Winter,Fava Beans
113.1,45.7,166.4,6.14,1.284,32.5,30.6,3.0,Loamy,Upper_Egypt,Nile,Sugarcane
65.2,38.5,187.9,5.6,2.1,19.7,45.0,21.8,Loamy,North_Coast,Winter,Potato
69.7,41.4,159.1,7.19,0.945,12.0,41.3,25.8,Clay,Upper_Egypt,Winter,Wheat
83.0,31.6,217.8,5.75,1.852,20.7,61.5,10.6,Sandy,North_Coast,Nile,Potato
91.5,50.4,220.8,6.4,2.3,19.9,59.9,3.0,Loamy,Upper_Egypt,Nile,Tomato
69.4,46.0,190.5,7.1,1.705,29.6,63.1,4.3,Calcareous,Delta,Nile,Tomato
96.2,39.1,212.7,7.21,2.471,35.4,34.0,3.1,Clay,NewLands,Nile,Sugarcane
96.8,34.3,135.0,7.1,2.1,19.2,59.7,8.5,Loamy,Sinai,Winter,Potato
102.8,40.1,212.0,6.8,1.6,34.9,45.1,0.4,Sandy,Upper_Egypt,Summer,Sugarcane
81.4,20.6,127.6,7.9,2.285,16.1,55.6,36.3,Clay,Delta,Winter,Wheat
86.2,49.5,195.9,7.92,2.488,11.9,41.4,50.9,Clay,Upper_Egypt,Nile,Wheat
80.0,44.2,217.3,7.52,2.63,11.0,60.9,6.4,Loamy,Delta,Winter,Wheat
52.5,38.5,170.7,6.23,2.102,17.5,84.5,8.5,Clay,Upper_Egypt,Winter,Fava Beans
98.5,49.7,173.4,6.09,1.615,29.7,60.7,6.7,Sandy,Upper_Egypt,Nile,Tomato
53.4,21.9,150.8,6.98,0.788,34.5,38.5,2.8,Clay,Delta,Summer,Cotton
102.2,29.3,175.1,6.35,2.399,38.2,34.1,2.0,Clay,Upper_Egypt,Nile,Sugarcane
65.6,33.0,176.3,6.52,1.586,26.4,67.8,3.6,Loamy,North_Coast,Summer,Tomato
77.7,47.2,220.3,7.1,2.0,23.3,51.6,3.8,Loamy,Delta,Winter,Tomato
88.5,25.9,214.2,6.57,1.15,35.3,32.7,4.7,Clay,Upper_Egypt,Summer,Sugarcane
47.1,26.8,195.0,7.5,0.8,41.2,27.9,6.7,Clay,Delta,Summer,Cotton
67.9,43.0,241.8,6.01,1.843,22.9,57.7,35.0,Sandy,Delta,Winter,Potato
75.3,49.9,250.0,6.4,2.0,22.9,77.9,13.8,Calcareous,North_Coast,Winter,Potato
43.9,38.5,137.4,6.3,1.4,32.0,36.1,4.8,Sandy,Delta,Summer,Cotton
36.9,23.6,184.4,7.7,1.134,14.1,82.1,64.6,Sandy,Sinai,Winter,Fava Beans
78.3,43.6,202.3,6.81,1.842,31.1,29.9,2.4,Loamy,Upper_Egypt,Summer,Cotton
109.4,28.8,243.2,6.01,1.968,22.4,45.7,4.8,Clay,Delta,Nile,Tomato
81.9,42.2,220.1,6.37,2.749,23.1,50.2,17.0,Sandy,Delta,Winter,Potato
105.8,49.9,135.1,6.82,1.12,25.8,59.4,7.3,Sandy,Upper_Egypt,Summer,Maize
73.6,42.0,130.8,6.23,1.083,30.7,65.6,5.2,Loamy,Upper_Egypt,Summer,Maize
37.2,25.4,111.8,6.41,2.773,18.3,66.4,30.0,Loamy,Upper_Egypt,Winter,Fava Beans
24.2,29.8,156.2,7.2,2.4,13.7,83.4,36.9,Calcareous,North_Coast,Winter,Fava Beans
64.0,36.7,154.3,6.8,1.35,36.3,37.8,4.9,Clay,Delta,Summer,Cotton
73.6,37.6,176.6,6.2,1.9,29.6,66.4,4.9,Clay,NewLands,Summer,Maize
48.1,41.0,150.3,6.04,1.445,16.4,82.0,13.0,Calcareous,Sinai,Winter,Fava Beans
65.4,44.4,216.3,6.85,1.672,16.5,71.9,14.4,Clay,North_Coast,Nile,Potato
69.1,26.0,144.5,7.5,0.7,33.9,25.0,3.6,Clay,Delta,Summer,Cotton
81.5,41.8,175.4,7.3,1.676,18.6,40.0,2.7,Clay,North_Coast,Nile,Tomato
65.9,36.6,137.9,6.86,2.151,21.5,52.8,37.6,Clay,Delta,Winter,Wheat
77.5,50.9,224.5,6.0,2.0,18.9,52.7,21.3,Loamy,Sinai,Nile,Potato
28.6,34.0,166.5,7.0,0.7,13.1,77.5,6.6,Calcareous,Delta,Winter,Fava Beans
52.6,30.8,194.6,7.44,1.835,37.3,42.3,1.2,Calcareous,Upper_Egypt,Summer,Cotton
85.8,50.3,152.8,6.0,3.043,25.8,81.1,5.1,Clay,Delta,Summer,Rice
51.5,46.7,178.8,7.29,2.358,8.5,70.8,15.1,Clay,Upper_Egypt,Nile,Fava Beans
70.6,21.0,201.4,7.46,2.423,25.1,55.5,2.3,Clay,Upper_Egypt,Summer,Maize
96.3,42.4,252.9,6.4,1.432,26.7,41.2,2.1,Clay,Upper_Egypt,Nile,Sugarcane
117.8,32.1,203.5,6.3,1.6,20.3,79.1,2.4,Sandy,North_Coast,Summer,Maize
55.7,25.8,152.7,7.5,1.3,40.4,27.2,5.2,Sandy,Delta,Nile,Cotton
88.1,54.8,225.5,7.02,2.645,27.8,32.3,2.4,Loamy,NewLands,Summer,Sugarcane
95.0,44.9,198.0,6.8,2.2,19.0,67.9,18.1,Loamy,Delta,Nile,Potato
76.1,36.4,213.4,6.7,2.8,19.6,70.0,12.3,Loamy,Sinai,Winter,Potato
92.4,25.1,192.3,6.24,1.402,23.7,45.6,7.5,Sandy,North_Coast,Nile,Tomato
51.9,48.7,144.0,6.95,2.336,16.4,68.8,45.8,Sandy,Sinai,Nile,Fava Beans
66.1,33.6,262.9,6.5,1.8,17.0,63.3,31.9,Loamy,North_Coast,Nile,Potato
53.0,23.4,217.5,6.2,1.6,10.1,65.2,21.1,Loamy,Delta,Winter,Fava Beans
106.9,42.0,131.5,6.13,1.126,23.2,73.3,2.1,Clay,Delta,Summer,Maize
49.5,33.6,172.3,7.37,1.396,31.8,29.2,3.3,Loamy,NewLands,Nile,Cotton
43.9,27.8,169.6,7.9,1.0,37.5,21.5,2.2,Loamy,Upper_Egypt,Summer,Cotton
87.7,38.9,194.5,7.0,1.45,26.5,78.2,7.3,Loamy,Delta,Summer,Maize
104.6,35.4,166.8,6.82,1.275,19.3,54.5,1.1,Sandy,Delta,Nile,Tomato
93.1,46.6,186.7,5.8,3.0,20.4,72.7,12.2,Sandy,North_Coast,Nile,Potato
84.8,33.3,148.9,6.83,2.09,27.6,76.8,7.1,Clay,Upper_Egypt,Summer,Maize
94.5,50.0,198.9,6.5,3.0,32.0,70.6,4.2,Clay,Delta,Summer,Rice
38.2,38.3,169.8,7.0,2.2,7.2,75.3,34.0,Calcareous,Delta,Nile,Fava Beans
43.7,27.7,190.7,7.91,0.902,8.0,77.2,20.7,Clay,Upper_Egypt,Nile,Fava Beans
85.8,48.3,241.0,7.3,2.932,21.8,51.8,4.0,Sandy,North_Coast,Summer,Tomato
71.2,32.3,184.9,6.65,1.244,19.0,71.5,1.8,Loamy,Sinai,Winter,Potato
93.4,52.8,189.7,6.3,2.3,21.1,64.3,25.0,Calcareous,Delta,Winter,Potato
92.4,31.0,204.3,6.75,1.637,17.4,53.2,19.1,Sandy,North_Coast,Winter,Wheat
87.5,37.5,182.1,6.9,1.8,23.1,67.9,4.6,Loamy,Delta,Summer,Maize
85.7,45.4,210.6,6.4,2.2,20.3,57.7,10.6,Loamy,NewLands,Winter,Potato
111.8,45.4,217.9,6.1,2.6,31.6,76.0,9.3,Loamy,North_Coast,Summer,Rice
105.7,37.2,213.0,6.8,2.8,31.8,75.9,7.0,Clay,Delta,Summer,Rice
103.4,51.9,204.1,6.1,1.9,32.0,76.5,5.2,Loamy,Delta,Summer,Rice
74.8,46.1,202.3,6.66,2.499,34.0,51.8,2.0,Sandy,Upper_Egypt,Summer,Sugarcane
78.4,27.4,240.1,6.9,2.894,32.2,69.3,5.0,Loamy,North_Coast,Nile,Rice
111.6,51.3,170.9,5.59,2.288,35.7,66.1,3.0,Loamy,NewLands,Summer,Rice
47.2,37.8,141.3,6.82,0.601,36.6,22.8,3.2,Sandy,NewLands,Summer,Cotton
65.4,33.3,128.4,6.7,2.4,13.8,54.0,13.1,Sandy,NewLands,Winter,Wheat
100.1,41.3,211.2,6.04,2.036,18.7,75.7,32.5,Loamy,North_Coast,Winter,Potato
108.7,37.1,166.0,6.24,1.804,21.7,77.7,2.6,Clay,Upper_Egypt,Summer,Maize
47.2,39.6,175.8,7.2,2.041,17.5,71.3,57.1,Sandy,Upper_Egypt,Winter,Fava Beans
101.3,30.4,205.0,6.73,1.656,30.8,51.6,2.6,Loamy,Upper_Egypt,Nile,Tomato
84.5,40.9,198.3,7.3,2.1,33.9,66.7,9.1,Clay,North_Coast,Nile,Rice
103.1,47.8,176.5,6.21,1.317,30.0,52.7,4.7,Loamy,Delta,Summer,Maize
79.3,37.0,178.4,6.9,1.5,31.8,55.9,2.8,Calcareous,NewLands,Summer,Maize
24.6,28.5,200.2,6.2,1.7,16.9,74.4,46.7,Sandy,Sinai,Winter,Fava Beans
94.2,49.3,166.3,5.6,2.7,34.7,65.7,6.0,Clay,Delta,Summer,Rice
41.0,31.4,172.0,6.5,1.8,13.2,71.5,39.3,Clay,Sinai,Winter,Fava Beans
85.7,35.1,218.9,7.25,2.075,23.7,43.9,0.9,Sandy,Sinai,Summer,Tomato
91.0,52.5,207.9,6.44,1.56,30.5,54.0,3.4,Clay,Upper_Egypt,Nile,Sugarcane
91.7,32.4,162.0,7.5,1.8,15.3,44.3,25.0,Loamy,Upper_Egypt,Winter,Wheat
71.9,19.6,173.6,7.62,1.709,31.9,32.9,1.2,Calcareous,Delta,Summer,Cotton
21.2,39.8,143.0,7.14,1.737,13.0,78.7,15.9,Clay,North_Coast,Winter,Fava Beans
92.2,41.8,142.0,7.1,1.1,33.1,45.2,0.1,Clay,Upper_Egypt,Nile,Sugarcane
105.0,53.0,181.6,6.6,2.0,24.7,59.8,3.3,Sandy,Sinai,Winter,Tomato
97.8,40.0,198.2,7.0,2.1,34.7,49.2,1.8,Sandy,NewLands,Nile,Sugarcane
37.4,38.5,218.1,7.5,2.2,10.7,85.4,22.6,Clay,Delta,Winter,Fava Beans
96.3,46.1,206.6,6.92,1.963,17.7,44.9,6.9,Sandy,NewLands,Winter,Wheat
25.4,38.8,193.1,6.47,1.274,12.6,66.3,45.9,Loamy,Sinai,Winter,Fava Beans
26.4,32.4,149.9,6.8,1.9,9.2,71.9,22.5,Clay,Delta,Winter,Fava Beans
76.6,27.4,213.8,5.98,2.734,15.7,58.2,22.2,Calcareous,NewLands,Winter,Potato
87.9,34.4,199.7,6.2,2.2,24.2,70.9,5.5,Calcareous,Sinai,Winter,Tomato
107.3,33.5,188.0,6.0,2.6,37.4,80.6,2.0,Clay,Delta,Summer,Rice
93.0,31.1,200.1,6.8,2.0,27.4,66.6,9.1,Clay,Delta,Nile,Rice
67.1,27.5,186.6,6.8,1.1,38.1,26.7,7.8,Clay,Delta,Summer,Cotton
78.7,35.2,153.2,7.0,2.1,26.3,51.4,5.1,Sandy,Delta,Summer,Maize
74.9,29.9,158.6,6.89,1.419,22.1,59.8,3.6,Calcareous,Delta,Summer,Maize
55.6,43.2,205.4,6.5,1.6,23.7,63.5,17.5,Sandy,Sinai,Winter,Potato
80.1,42.0,178.5,7.9,1.1,17.7,48.0,32.2,Sandy,Delta,Winter,Wheat
103.0,35.2,145.7,6.8,1.007,23.3,61.7,3.0,Loamy,Upper_Egypt,Summer,Maize
79.0,42.9,180.2,6.5,2.0,35.1,33.9,0.4,Loamy,Upper_Egypt,Summer,Sugarcane
99.7,49.0,240.1,6.3,2.6,22.9,57.4,0.2,Loamy,Delta,Summer,Potato
64.9,54.5,244.5,6.04,3.153,24.2,53.7,3.5,Sandy,Delta,Nile,Potato
106.0,46.5,155.3,6.21,1.025,31.8,44.3,1.9,Clay,Upper_Egypt,Summer,Sugarcane
83.7,31.5,193.3,7.34,0.883,20.9,54.8,12.3,Clay,Delta,Winter,Wheat
61.9,25.0,137.8,7.1,1.3,33.6,40.9,5.9,Clay,Delta,Summer,Cotton
32.8,29.1,185.6,7.82,1.818,10.5,65.7,42.0,Loamy,Delta,Winter,Fava Beans
81.7,29.3,182.5,6.92,2.727,12.3,45.3,38.7,Loamy,Delta,Winter,Wheat
59.0,36.8,143.8,6.5,1.5,36.3,20.4,4.2,Clay,Delta,Summer,Cotton
108.2,36.9,212.9,6.6,1.5,20.2,58.1,4.1,Clay,Upper_Egypt,Summer,Maize
83.3,47.0,183.0,6.8,1.1,31.0,74.9,2.9,Sandy,NewLands,Summer,Maize
76.9,39.4,179.3,6.6,1.1,31.1,29.5,6.3,Clay,NewLands,Summer,Cotton
35.1,44.9,170.6,7.47,2.378,16.2,78.2,31.5,Loamy,Delta,Winter,Fava Beans
78.6,36.5,196.0,7.7,2.1,17.1,42.9,29.3,Loamy,Delta,Winter,Wheat
71.0,28.9,183.8,6.8,2.0,21.4,60.7,2.1,Loamy,Delta,Nile,Maize
91.0,33.4,203.5,6.8,1.6,38.9,40.0,2.4,Loamy,Upper_Egypt,Nile,Sugarcane
96.1,45.6,192.3,7.61,1.754,21.6,64.3,32.1,Loamy,Upper_Egypt,Winter,Wheat
96.3,36.2,166.0,6.6,2.1,16.0,40.5,39.0,Clay,Delta,Winter,Wheat
96.7,34.3,251.4,6.7,2.5,32.0,67.6,0.1,Loamy,Delta,Summer,Rice
74.1,33.7,146.3,6.7,2.1,26.9,58.4,5.5,Clay,Delta,Nile,Maize
42.9,36.7,178.7,7.0,2.0,36.0,28.4,0.9,Clay,Delta,Nile,Cotton
51.2,23.9,211.9,6.8,1.5,34.0,20.5,3.4,Sandy,Upper_Egypt,Summer,Cotton
90.8,48.8,184.6,6.5,2.0,32.3,78.7,4.3,Clay,Delta,Summer,Rice
83.5,40.3,188.9,6.2,2.0,14.3,55.0,4.2,Loamy,Sinai,Winter,Potato
118.4,18.0,163.3,7.0,1.1,23.3,66.3,2.8,Clay,North_Coast,Nile,Maize
78.6,35.8,228.5,5.4,1.9,22.5,68.4,24.6,Clay,NewLands,Nile,Potato
84.8,38.3,219.9,6.92,1.701,26.7,54.2,3.8,Clay,Delta,Summer,Maize
76.8,35.9,143.2,7.5,1.7,18.9,60.1,25.3,Calcareous,North_Coast,Nile,Wheat
94.2,47.2,215.2,6.5,2.2,25.1,67.9,1.6,Clay,Delta,Summer,Rice
86.0,43.3,168.3,7.2,2.4,25.0,71.2,0.2,Sandy,Delta,Nile,Tomato
101.8,28.9,224.0,7.38,2.526,34.8,49.7,4.5,Loamy,NewLands,Nile,Sugarcane
75.5,50.4,203.3,7.1,1.6,27.1,44.4,3.1,Sandy,Upper_Egypt,Nile,Tomato
83.0,37.9,228.8,7.17,1.022,28.0,32.2,4.2,Loamy,Upper_Egypt,Summer,Sugarcane
78.8,33.5,254.2,5.67,2.322,20.8,54.6,4.8,Sandy,Delta,Winter,Potato
108.5,30.1,209.2,6.64,1.165,27.8,74.1,2.8,Clay,North_Coast,Summer,Maize
86.5,41.2,201.6,7.6,1.9,15.1,59.7,43.8,Loamy,Delta,Winter,Wheat
54.0,22.4,164.1,7.6,0.7,40.7,23.1,3.7,Clay,Delta,Summer,Cotton
85.8,33.1,235.9,6.97,2.321,27.4,54.8,0.6,Clay,NewLands,Summer,Sugarcane
41.8,37.6,145.9,6.8,2.9,16.0,81.0,43.7,Clay,Upper_Egypt,Winter,Fava Beans
99.3,46.3,265.8,5.6,2.656,18.0,63.2,1.7,Clay,Delta,Winter,Potato
22.6,24.3,184.3,6.98,0.872,13.9,86.2,15.4,Loamy,Sinai,Winter,Fava Beans
71.3,22.9,203.7,6.9,1.5,30.7,30.3,4.1,Sandy,Upper_Egypt,Summer,Cotton
79.3,28.7,153.9,6.63,1.887,20.3,71.8,26.8,Sandy,North_Coast,Nile,Potato
67.1,52.0,191.5,5.77,2.601,23.7,74.5,27.3,Calcareous,Sinai,Winter,Potato
79.7,23.4,175.4,6.8,1.6,35.4,32.3,4.4,Clay,Upper_Egypt,Summer,Cotton
100.1,31.3,209.2,6.54,2.585,26.0,79.6,1.6,Clay,Delta,Summer,Rice
49.6,32.9,123.3,7.86,0.733,36.0,30.1,5.4,Sandy,NewLands,Summer,Cotton
75.0,18.1,146.1,7.22,0.919,39.4,33.3,3.1,Loamy,NewLands,Summer,Cotton
37.6,25.9,151.6,7.36,1.781,9.9,69.3,38.5,Loamy,Upper_Egypt,Winter,Fava Beans
102.6,41.6,246.7,6.37,2.287,27.3,41.0,1.3,Loamy,NewLands,Nile,Sugarcane
97.4,30.6,137.0,7.77,2.194,13.7,47.4,47.1,Calcareous,Delta,Winter,Wheat
114.3,39.4,190.8,5.63,3.181,27.1,62.4,4.0,Clay,NewLands,Nile,Rice
87.6,47.4,201.5,6.75,2.66,32.7,64.1,5.2,Clay,Delta,Summer,Rice
101.2,43.2,179.4,6.5,1.7,30.0,52.2,1.9,Clay,Upper_Egypt,Summer,Maize
65.5,37.9,245.9,6.22,1.379,24.0,66.6,4.8,Calcareous,Sinai,Winter,Tomato
89.1,27.7,169.7,6.48,1.128,22.5,79.6,5.3,Clay,Upper_Egypt,Summer,Maize
99.2,38.1,175.8,6.1,1.9,28.2,78.5,4.4,Clay,North_Coast,Nile,Rice
83.2,36.1,186.2,6.8,2.3,37.7,78.4,4.9,Clay,Delta,Summer,Rice
94.6,51.7,171.4,5.5,2.548,28.5,68.6,6.7,Loamy,Delta,Summer,Rice
95.0,36.2,267.2,6.3,1.9,32.2,77.3,2.0,Clay,North_Coast,Summer,Rice
101.1,33.2,199.5,6.48,1.56,37.3,30.2,4.6,Loamy,Upper_Egypt,Nile,Sugarcane
80.3,46.7,229.5,6.2,1.724,20.1,73.2,0.0,Calcareous,North_Coast,Nile,Maize
