crop,area_feddans,region,season,soil_type,yield_tonnes_per_feddan,production_tonnes
Sugarcane,48,Upper_Egypt,Nile,Loamy,54.659,2623.6
Wheat,448,Upper_Egypt,Winter,Clay,1.468,657.7
Maize,502,North_Coast,Summer,Clay,2.588,1299.2
Maize,977,Delta,Summer,Clay,3.688,3603.2
Wheat,458,NewLands,Winter,Loamy,1.355,620.6
Rice,84,Delta,Summer,Clay,4.399,369.5
Fava Beans,155,North_Coast,Winter,Calcareous,4.495,696.7
Wheat,292,Upper_Egypt,Winter,Calcareous,1.575,459.9
Sugarcane,907,Upper_Egypt,Nile,Clay,51.167,46408.5
Rice,676,NewLands,Summer,Clay,3.301,2231.5
Fava Beans,115,Delta,Winter,Calcareous,4.471,514.2
Tomato,156,Delta,Nile,Loamy,17.28,2695.7
Wheat,486,North_Coast,Winter,Calcareous,1.821,885.0
Potato,178,North_Coast,Winter,Sandy,10.728,1909.6
Wheat,155,Upper_Egypt,Winter,Clay,2.869,444.7
Rice,554,NewLands,Summer,Loamy,3.476,1925.7
Maize,972,NewLands,Nile,Sandy,1.565,1521.2
Rice,703,Delta,Summer,Clay,4.655200000000001,3272.6
Rice,734,Delta,Nile,Clay,4.334,3181.2
Sugarcane,401,Upper_Egypt,Nile,Clay,39.745,15937.7
Potato,176,Sinai,Winter,Sandy,13.4,2358.4
Wheat,119,Upper_Egypt,Winter,Loamy,1.607,191.2
Rice,520,North_Coast,Summer,Clay,4.811,2501.7
Fava Beans,101,Delta,Nile,Clay,4.514,455.9
Fava Beans,116,North_Coast,Winter,Sandy,3.82,443.1
Cotton,138,Delta,Summer,Sandy,0.905,124.9
Tomato,84,Upper_Egypt,Nile,Clay,13.914,1168.8
Wheat,98,Upper_Egypt,Winter,Clay,2.54,248.9
Sugarcane,299,Upper_Egypt,Nile,Sandy,46.73,13972.3
Wheat,285,Delta,Winter,Sandy,1.477,420.9
Wheat,148,North_Coast,Winter,Loamy,2.617,387.3
Cotton,253,Delta,Summer,Loamy,1.302,329.4
Maize,342,NewLands,Summer,Sandy,2.101,718.5
Potato,71,NewLands,Winter,Loamy,11.37,807.3
Tomato,68,Sinai,Nile,Loamy,11.598,788.7
Fava Beans,57,Delta,Nile,Calcareous,3.599,205.1
Potato,30,North_Coast,Winter,Loamy,15.552,466.6
Wheat,203,North_Coast,Winter,Clay,2.915,591.7
Rice,436,NewLands,Nile,Clay,2.872,1252.2
Sugarcane,324,NewLands,Nile,Loamy,45.306,14679.1
Wheat,39,Delta,Winter,Calcareous,2.866,111.8
Potato,210,NewLands,Winter,Clay,8.439,1772.2
Cotton,17,Upper_Egypt,Summer,Clay,1.357,23.1
Wheat,11,Upper_Egypt,Winter,Sandy,2.331,25.6
Potato,88,NewLands,Nile,Clay,10.226,899.9
Maize,566,Upper_Egypt,Summer,Sandy,3.187,1803.8
Cotton,24,Delta,Summer,Sandy,1.176,28.2
Wheat,387,Sinai,Winter,Loamy,2.092,809.6
Fava Beans,53,Delta,Winter,Clay,5.252,278.4
Wheat,16,Delta,Winter,Loamy,1.449,23.2
Rice,247,North_Coast,Summer,Loamy,3.179,785.2
Rice,292,NewLands,Summer,Loamy,3.366,982.9
Potato,282,Delta,Nile,Sandy,9.858,2780.0
Cotton,119,Upper_Egypt,Summer,Loamy,1.224,145.7
Wheat,160,North_Coast,Winter,Sandy,2.95,472.0
Wheat,44,Delta,Winter,Loamy,3.322,146.2
Wheat,465,North_Coast,Winter,Calcareous,2.183,1015.1
Rice,490,Delta,Summer,Loamy,3.581,1754.7
Fava Beans,80,Sinai,Winter,Sandy,4.934,394.7
Wheat,414,North_Coast,Winter,Calcareous,1.609,666.1
Wheat,408,North_Coast,Winter,Sandy,1.813,739.7
Rice,265,Delta,Summer,Loamy,3.574,947.1
Wheat,6,North_Coast,Winter,Loamy,2.045,12.3
Sugarcane,558,NewLands,Nile,Clay,42.349,23630.7
Tomato,29,Delta,Summer,Clay,12.498,362.4
Rice,508,Delta,Summer,Clay,4.482,2276.9
Wheat,251,NewLands,Winter,Clay,1.732,434.7
Potato,69,Delta,Winter,Loamy,12.415,856.6
Rice,697,Delta,Summer,Clay,4.722,3291.2
Wheat,459,Sinai,Nile,Clay,1.987,912.0
Maize,580,Delta,Summer,Clay,2.696,1563.7
Maize,983,North_Coast,Summer,Sandy,2.121,2084.9
Sugarcane,171,Upper_Egypt,Summer,Sandy,40.854,6986.0
Potato,273,North_Coast,Nile,Sandy,13.937,3804.8
Maize,764,Delta,Summer,Clay,2.836,2166.7
Cotton,77,Delta,Summer,Calcareous,1.221,94.0
Fava Beans,112,Delta,Winter,Sandy,5.277,591.0
Cotton,124,Upper_Egypt,Summer,Sandy,0.946,117.3
Tomato,197,Delta,Nile,Sandy,11.223,2210.9
Maize,81,North_Coast,Summer,Clay,3.242,262.6
Tomato,114,Sinai,Nile,Calcareous,17.087,1947.9
Tomato,5,Sinai,Summer,Calcareous,12.206,61.0
Sugarcane,406,Upper_Egypt,Summer,Loamy,55.384,22485.9
Potato,92,Delta,Nile,Loamy,13.409,1233.6
Maize,8,Delta,Summer,Loamy,2.889,23.1
Potato,250,Sinai,Nile,Clay,8.566,2141.5
Cotton,134,NewLands,Summer,Clay,1.231,165.0
Fava Beans,126,Upper_Egypt,Nile,Calcareous,2.897,365.0
Cotton,76,Upper_Egypt,Nile,Sandy,1.094,83.1
Wheat,62,Upper_Egypt,Winter,Loamy,2.287,141.8
Sugarcane,643,Upper_Egypt,Summer,Loamy,52.986,34070.0
Sugarcane,962,Upper_Egypt,Summer,Loamy,61.66886000000001,59325.4
Rice,680,Delta,Summer,Clay,4.564,3103.5
Sugarcane,653,Upper_Egypt,Nile,Loamy,47.85,31246.0
Sugarcane,490,NewLands,Nile,Clay,42.417,20784.3
Rice,350,NewLands,Summer,Clay,3.747,1311.4
Wheat,448,Sinai,Winter,Sandy,1.345,602.6
Potato,243,Delta,Winter,Sandy,12.152,2952.9
Tomato,7,Delta,Nile,Loamy,15.413,107.9
Wheat,495,Sinai,Winter,Clay,2.115,1046.9
Maize,713,Delta,Summer,Clay,2.977,2122.6
Fava Beans,19,Delta,Winter,Clay,4.828,91.7
Potato,32,Sinai,Nile,Sandy,10.416,333.3
Wheat,146,Delta,Winter,Sandy,2.456,358.6
Maize,819,Upper_Egypt,Summer,Clay,2.921,2392.3
Maize,917,Delta,Summer,Loamy,2.539,2328.3
Fava Beans,197,Sinai,Winter,Clay,3.93,774.2
Rice,432,North_Coast,Summer,Loamy,4.041,1745.7
Fava Beans,191,North_Coast,Winter,Loamy,5.789,1105.7
Wheat,175,Upper_Egypt,Winter,Sandy,0.8181,143.2
Tomato,28,North_Coast,Summer,Clay,12.648,354.1
Maize,359,Delta,Summer,Sandy,1.966,705.8
Wheat,256,Delta,Nile,Clay,1.905,487.7
Cotton,22,NewLands,Summer,Sandy,0.926,20.4
Cotton,144,Delta,Summer,Loamy,1.263,181.9
Rice,493,Delta,Nile,Clay,3.434,1693.0
Wheat,188,Sinai,Winter,Sandy,1.51,283.9
Sugarcane,178,Upper_Egypt,Summer,Sandy,45.051,8019.1
Potato,177,Sinai,Summer,Clay,8.779,1553.9
Maize,605,NewLands,Summer,Loamy,2.607,1577.2
Maize,278,Delta,Summer,Sandy,2.95,820.1
Cotton,262,Delta,Summer,Loamy,1.328,347.9
Tomato,4,Delta,Nile,Clay,17.428,69.7
Tomato,68,Delta,Summer,Clay,9.591,652.2
Tomato,39,Delta,Summer,Loamy,14.621,570.2
Rice,733,Delta,Summer,Clay,3.288,2410.1
Wheat,422,Delta,Winter,Sandy,1.156,487.8
Wheat,106,Sinai,Winter,Clay,2.555,270.8
Tomato,154,North_Coast,Winter,Loamy,19.635,3023.8
Cotton,85,Upper_Egypt,Summer,Clay,1.159,98.5
Rice,371,North_Coast,Summer,Clay,4.299,1594.9
Fava Beans,196,Sinai,Winter,Sandy,4.122,807.9
Wheat,439,NewLands,Winter,Loamy,2.228,978.1
Rice,150,NewLands,Summer,Clay,3.004,450.6
Cotton,103,Delta,Nile,Clay,1.063,109.5
Cotton,292,Delta,Summer,Loamy,1.198,349.8
Sugarcane,391,Upper_Egypt,Summer,Clay,52.932,20696.4
Maize,559,Delta,Summer,Loamy,3.502,1957.6
Cotton,260,Delta,Nile,Clay,1.22,317.2
Maize,403,Delta,Summer,Loamy,4.25436,1714.5
Wheat,186,North_Coast,Winter,Sandy,1.943,361.4
Sugarcane,50,Upper_Egypt,Summer,Sandy,43.374,2168.7
Maize,705,Upper_Egypt,Summer,Loamy,2.352,1658.2
Maize,800,North_Coast,Summer,Clay,4.25436,3403.5
Wheat,451,NewLands,Winter,Sandy,1.755,791.5
Tomato,174,Sinai,Nile,Sandy,15.782,2746.1
Cotton,109,Delta,Nile,Sandy,1.126,122.7
Tomato,183,Sinai,Nile,Sandy,19.298,3531.5
Maize,494,Delta,Nile,Clay,2.531,1250.3
Wheat,440,Sinai,Nile,Loamy,2.879,1266.8
Tomato,129,Upper_Egypt,Nile,Sandy,15.562,2007.5
Potato,293,Sinai,Winter,Calcareous,12.756,3737.5
Maize,57,Delta,Summer,Calcareous,3.291,187.6
Tomato,32,Delta,Nile,Clay,16.322,522.3
Maize,867,North_Coast,Summer,Sandy,2.507,2173.6
Maize,127,Upper_Egypt,Summer,Sandy,2.818,357.9
Tomato,56,Sinai,Nile,Clay,15.682,878.2
Fava Beans,177,Delta,Winter,Sandy,5.18,916.9
Tomato,101,Upper_Egypt,Nile,Clay,8.567,865.3
Sugarcane,233,NewLands,Summer,Sandy,37.232,8675.1
Cotton,15,Delta,Nile,Calcareous,1.011,15.2
Maize,643,Upper_Egypt,Nile,Sandy,2.19,1408.2
Rice,568,Delta,Summer,Clay,4.829,2742.9
Rice,770,NewLands,Summer,Clay,2.689,2070.5
Potato,195,Sinai,Winter,Sandy,15.458,3014.3
Rice,85,NewLands,Summer,Clay,3.266,277.6
Fava Beans,34,Sinai,Winter,Loamy,4.649,158.1
Sugarcane,186,Upper_Egypt,Summer,Clay,44.843,8340.8
Maize,967,NewLands,Summer,Sandy,3.046,2945.5
Sugarcane,152,Upper_Egypt,Nile,Loamy,47.44,7210.9
Potato,69,Sinai,Winter,Clay,7.885,544.1
Potato,2,North_Coast,Nile,Loamy,13.223,26.4
Cotton,103,Upper_Egypt,Summer,Calcareous,0.947,97.5
Maize,367,Delta,Summer,Sandy,1.803,661.7
Rice,218,Delta,Nile,Clay,4.907,1069.7
Maize,899,Upper_Egypt,Summer,Clay,2.186,1965.2
Fava Beans,138,North_Coast,Winter,Loamy,4.199,579.5
Sugarcane,772,Upper_Egypt,Nile,Clay,53.015,40927.6
Potato,199,Delta,Winter,Loamy,12.022,2392.4
Rice,34,North_Coast,Summer,Loamy,4.602,156.5
Fava Beans,78,Upper_Egypt,Winter,Sandy,3.399,265.1
Fava Beans,43,Upper_Egypt,Winter,Clay,5.109,219.7
Rice,773,Delta,Summer,Clay,3.861,2984.6
Tomato,118,Upper_Egypt,Nile,Loamy,19.8187,2338.6
Maize,716,Delta,Summer,Clay,3.135,2244.7
Cotton,253,Delta,Summer,Clay,1.423,360.0
Maize,899,North_Coast,Summer,Clay,3.599,3235.5
Sugarcane,343,NewLands,Nile,Loamy,38.691,13271.0
Cotton,3,NewLands,Summer,Loamy,1.161,3.5
Tomato,94,Delta,Summer,Sandy,14.787,1390.0
Tomato,165,North_Coast,Nile,Calcareous,10.644,1756.3
Rice,687,Delta,Nile,Loamy,2.761,1896.8
Sugarcane,627,Upper_Egypt,Summer,Loamy,58.396,36614.3
Cotton,148,Delta,Summer,Clay,1.166,172.6
Sugarcane,306,Upper_Egypt,Nile,Clay,44.071,13485.7
Tomato,5,Delta,Nile,Calcareous,13.848,69.2
Cotton,252,Delta,Nile,Sandy,0.847,213.4
Tomato,94,Sinai,Nile,Sandy,17.151,1612.2
Maize,398,Delta,Nile,Sandy,2.0,796.0
Rice,212,Delta,Summer,Clay,5.120720000000001,1085.6
Tomato,19,Upper_Egypt,Summer,Loamy,15.909,302.3
Sugarcane,604,Upper_Egypt,Summer,Clay,57.468,34710.7
Wheat,383,Delta,Winter,Sandy,2.514,962.9
Potato,269,NewLands,Winter,Clay,11.393,3064.7
Fava Beans,152,Upper_Egypt,Winter,Loamy,4.914,746.9
Rice,590,NewLands,Summer,Clay,3.868,2282.1
Rice,336,NewLands,Summer,Clay,3.422,1149.8
Cotton,182,Delta,Summer,Calcareous,0.894,162.7
Wheat,208,Upper_Egypt,Winter,Sandy,2.402,499.6
Wheat,432,North_Coast,Winter,Clay,2.652,1145.7
Fava Beans,90,Delta,Winter,Loamy,4.911,442.0
Sugarcane,199,NewLands,Nile,Loamy,37.223,7407.4
Potato,108,North_Coast,Summer,Loamy,14.224,1536.2
Tomato,190,North_Coast,Nile,Loamy,9.633,1830.3
Rice,220,NewLands,Summer,Clay,4.17,917.4
Tomato,85,Sinai,Winter,Sandy,14.636,1244.1
Rice,632,NewLands,Summer,Clay,4.321,2730.9
Wheat,50,Upper_Egypt,Winter,Sandy,1.555,77.8
Maize,362,Delta,Summer,Clay,2.448,886.2
Tomato,49,Delta,Nile,Sandy,17.79,871.7
Tomato,110,North_Coast,Nile,Sandy,14.474,1592.1
Sugarcane,435,Upper_Egypt,Summer,Loamy,60.041,26117.8
Sugarcane,183,Upper_Egypt,Summer,Loamy,52.136,9540.9
Tomato,39,Delta,Nile,Calcareous,11.569,451.2
Wheat,224,Delta,Winter,Sandy,2.834,634.8
Sugarcane,544,Upper_Egypt,Nile,Clay,61.593,33506.6
Fava Beans,163,Upper_Egypt,Winter,Clay,3.734,608.6
Wheat,223,Delta,Winter,Clay,3.067,683.9
Wheat,265,Sinai,Winter,Loamy,2.098,556.0
Sugarcane,588,Upper_Egypt,Nile,Clay,44.098,25929.6
Wheat,400,Upper_Egypt,Nile,Loamy,2.166,866.4
Potato,122,NewLands,Nile,Sandy,10.972,1338.6
Wheat,481,Delta,Winter,Loamy,2.006,964.9
Cotton,293,Upper_Egypt,Summer,Loamy,0.906,265.5
Fava Beans,33,Upper_Egypt,Nile,Sandy,4.239,139.9
Tomato,88,Sinai,Nile,Sandy,12.493,1099.4
Sugarcane,69,Upper_Egypt,Summer,Loamy,53.384,3683.5
Rice,623,Delta,Summer,Clay,2.853,1777.4
Wheat,316,NewLands,Winter,Clay,2.045,646.2
Maize,95,North_Coast,Summer,Loamy,3.139,298.2
Fava Beans,130,North_Coast,Nile,Loamy,5.041,655.3
Tomato,81,Upper_Egypt,Summer,Sandy,11.187,906.1
Rice,4,Delta,Summer,Clay,5.120720000000001,20.5
Fava Beans,183,North_Coast,Winter,Loamy,5.336,976.5
Rice,665,North_Coast,Nile,Loamy,4.413,2934.6
Wheat,424,Delta,Winter,Clay,2.327,986.6
Potato,69,Sinai,Winter,Loamy,14.738,1016.9
Fava Beans,113,Delta,Winter,Clay,5.951,672.5
Sugarcane,896,Upper_Egypt,Nile,Clay,46.332,41513.5
Cotton,173,NewLands,Summer,Loamy,1.243,215.0
Wheat,135,Upper_Egypt,Winter,Sandy,2.326,314.0
Cotton,88,NewLands,Summer,Loamy,1.115,98.1
Maize,659,Delta,Summer,Loamy,2.034,1340.4
Cotton,275,Delta,Summer,Clay,1.4157,389.3
Potato,139,Delta,Winter,Sandy,12.062,1676.6
Cotton,256,NewLands,Summer,Loamy,1.058,270.8
Potato,216,Delta,Summer,Sandy,13.227,2857.0
Potato,209,North_Coast,Winter,Calcareous,8.949,1870.3
Cotton,3,NewLands,Summer,Clay,1.217,3.7
Tomato,63,North_Coast,Nile,Loamy,9.038,569.4
Potato,293,North_Coast,Winter,Sandy,14.787,4332.6
Maize,953,North_Coast,Summer,Loamy,1.456,1387.6
Wheat,256,Upper_Egypt,Winter,Clay,1.581,404.7
Maize,741,Upper_Egypt,Nile,Calcareous,3.192,2365.3
Maize,387,NewLands,Summer,Clay,1.16,448.9
Wheat,29,North_Coast,Winter,Clay,3.079,89.3
Sugarcane,981,Upper_Egypt,Summer,Sandy,37.19,36483.4
Tomato,111,North_Coast,Nile,Clay,9.243,1026.0
Fava Beans,160,Delta,Winter,Clay,4.89,782.4
Tomato,169,Sinai,Summer,Loamy,17.56,2967.6
Maize,393,North_Coast,Summer,Loamy,2.155,846.9
Rice,780,NewLands,Summer,Clay,4.214,3286.9
Sugarcane,275,Upper_Egypt,Nile,Loamy,54.281,14927.3
Sugarcane,276,Upper_Egypt,Nile,Clay,50.864,14038.5
Potato,53,Sinai,Winter,Clay,10.789,571.8
Sugarcane,811,Upper_Egypt,Nile,Loamy,54.173,43934.3
Wheat,37,NewLands,Nile,Clay,2.284,84.5
Rice,627,Delta,Summer,Clay,4.404,2761.3
Wheat,282,Upper_Egypt,Winter,Sandy,2.498,704.4
Fava Beans,160,Sinai,Winter,Calcareous,3.98,636.8
Wheat,310,Delta,Winter,Sandy,2.073,642.6
Sugarcane,205,Upper_Egypt,Summer,Clay,44.077,9035.8
Maize,688,Upper_Egypt,Nile,Clay,3.332,2292.4
Fava Beans,45,Upper_Egypt,Winter,Sandy,5.526,248.7
Wheat,141,North_Coast,Winter,Clay,2.789,393.2
Sugarcane,827,Upper_Egypt,Summer,Loamy,54.328,44929.3
Rice,541,Delta,Summer,Loamy,2.755,1490.5
Cotton,15,Delta,Summer,Clay,1.252,18.8
Fava Beans,136,Delta,Winter,Clay,3.384,460.2
Cotton,68,Upper_Egypt,Summer,Loamy,1.018,69.2
Cotton,87,NewLands,Summer,Loamy,1.133,98.6
Wheat,387,Delta,Winter,Clay,2.456,950.5
Fava Beans,142,Delta,Winter,Loamy,5.09,722.8
Fava Beans,122,Delta,Winter,Sandy,4.026,491.2
Cotton,207,Delta,Summer,Sandy,1.377,285.0
Maize,560,Upper_Egypt,Summer,Sandy,2.326,1302.6
Sugarcane,575,NewLands,Summer,Loamy,45.113,25940.0
Fava Beans,162,Upper_Egypt,Winter,Sandy,4.682,758.5
Potato,263,Sinai,Winter,Sandy,8.35,2196.0
Potato,113,Sinai,Summer,Loamy,10.444,1180.2
Cotton,98,Upper_Egypt,Summer,Sandy,0.783,76.7
Wheat,385,North_Coast,Winter,Loamy,2.489,958.3
Cotton,83,Delta,Summer,Loamy,1.552,128.8
Rice,442,Delta,Summer,Clay,4.655200000000001,2057.6
Tomato,121,Upper_Egypt,Nile,Calcareous,10.906,1319.6
Tomato,137,Upper_Egypt,Nile,Loamy,15.727,2154.6
Tomato,30,Delta,Summer,Sandy,15.431,462.9
Fava Beans,2,North_Coast,Winter,Sandy,3.678,7.4
Maize,471,Delta,Summer,Clay,1.922,905.3
Cotton,150,Upper_Egypt,Summer,Sandy,1.102,165.3
Wheat,50,NewLands,Winter,Clay,1.746,87.3
Fava Beans,84,Delta,Winter,Loamy,5.089,427.5
Cotton,210,Upper_Egypt,Summer,Sandy,1.293,271.5
Wheat,346,North_Coast,Winter,Loamy,2.511,868.8
Cotton,255,Upper_Egypt,Summer,Sandy,0.884,225.4
Fava Beans,149,Delta,Nile,Sandy,2.795,416.5
Sugarcane,660,NewLands,Summer,Sandy,44.636,29459.8
Fava Beans,38,Upper_Egypt,Nile,Sandy,4.897,186.1
Potato,3,NewLands,Nile,Sandy,10.144,30.4
Potato,140,Sinai,Winter,Sandy,10.395,1455.3
Potato,129,Delta,Winter,Loamy,14.514,1872.3
Maize,690,North_Coast,Summer,Sandy,2.027,1398.6
Sugarcane,886,NewLands,Summer,Clay,47.932,42467.8
Cotton,55,Delta,Summer,Sandy,1.156,63.6
Cotton,267,Delta,Summer,Clay,1.184,316.1
Fava Beans,87,North_Coast,Winter,Calcareous,4.923,428.3
Potato,93,Sinai,Nile,Loamy,13.629,1267.5
Tomato,97,North_Coast,Summer,Calcareous,9.745,945.3
Fava Beans,98,Sinai,Winter,Calcareous,4.217,413.3
Maize,435,Delta,Summer,Sandy,2.079,904.4
Cotton,89,Delta,Summer,Sandy,1.007,89.6
Cotton,107,Delta,Summer,Clay,1.116,119.4
Potato,259,Delta,Nile,Loamy,9.345,2420.4
Potato,116,North_Coast,Nile,Loamy,9.972,1156.8
Sugarcane,338,Upper_Egypt,Nile,Sandy,39.188,13245.5
Tomato,199,North_Coast,Nile,Calcareous,11.09,2206.9
Tomato,53,Delta,Nile,Sandy,12.042,638.2
Wheat,181,North_Coast,Winter,Sandy,2.254,408.0
Tomato,112,Sinai,Nile,Sandy,10.077,1128.6
Potato,29,Delta,Winter,Sandy,10.529,305.3
Rice,778,Delta,Summer,Clay,4.804,3737.5
Maize,686,Upper_Egypt,Summer,Clay,3.087,2117.7
Sugarcane,569,Upper_Egypt,Summer,Sandy,45.04,25627.8
Cotton,61,Delta,Summer,Calcareous,1.017,62.0
Rice,545,Delta,Summer,Clay,3.648,1988.2
Cotton,136,Upper_Egypt,Summer,Clay,1.068,145.2
Maize,687,Delta,Nile,Sandy,2.177,1495.6
Sugarcane,477,Upper_Egypt,Nile,Clay,41.808,19942.4
Wheat,6,North_Coast,Winter,Sandy,2.173,13.0
Sugarcane,826,Upper_Egypt,Summer,Loamy,61.66886000000001,50938.5
Tomato,122,North_Coast,Nile,Sandy,17.903,2184.2
Wheat,168,Sinai,Winter,Sandy,1.428,239.9
Fava Beans,176,North_Coast,Winter,Sandy,4.886,859.9
Sugarcane,258,Upper_Egypt,Summer,Clay,53.337,13760.9
Wheat,127,Sinai,Winter,Loamy,2.547,323.5
Wheat,351,North_Coast,Winter,Sandy,1.52,533.5
Fava Beans,89,Sinai,Winter,Calcareous,3.325,295.9
Rice,283,Delta,Summer,Clay,3.669,1038.3
Cotton,69,NewLands,Summer,Clay,0.951,65.6
Tomato,141,Sinai,Nile,Sandy,21.80057,3073.9
Tomato,152,Delta,Nile,Clay,13.943,2119.3
Maize,513,Delta,Nile,Clay,3.744,1920.7
Sugarcane,416,NewLands,Summer,Clay,34.936,14533.4
Tomato,76,Upper_Egypt,Nile,Sandy,20.324,1544.6
Maize,591,NewLands,Summer,Sandy,2.088,1234.0
Rice,18,Delta,Summer,Loamy,2.501,45.0
Cotton,202,Delta,Summer,Clay,1.238,250.1
Wheat,234,Sinai,Winter,Sandy,2.642,618.2
Wheat,399,Delta,Winter,Loamy,2.529,1009.1
Rice,402,Delta,Summer,Clay,4.184,1682.0
Maize,159,Upper_Egypt,Summer,Loamy,2.636,419.1
Sugarcane,40,Upper_Egypt,Summer,Loamy,61.66886000000001,2466.8
Wheat,445,Upper_Egypt,Winter,Clay,1.916,852.6
Cotton,47,NewLands,Summer,Calcareous,0.916,43.1
Tomato,157,North_Coast,Winter,Sandy,11.836,1858.3
Potato,87,North_Coast,Winter,Loamy,11.413,992.9
Cotton,258,NewLands,Summer,Calcareous,1.1,283.8
Tomato,50,Sinai,Nile,Loamy,20.792,1039.6
Maize,822,Delta,Summer,Loamy,3.189,2621.4
Sugarcane,356,NewLands,Summer,Clay,39.308,13993.6
Sugarcane,725,Upper_Egypt,Summer,Clay,55.206,40024.4
Potato,212,North_Coast,Winter,Loamy,12.366,2621.6
Maize,634,Upper_Egypt,Summer,Clay,3.686,2336.9
Cotton,175,Delta,Summer,Sandy,1.101,192.7
Sugarcane,745,NewLands,Nile,Clay,44.022,32796.4
Cotton,148,Upper_Egypt,Summer,Sandy,0.859,127.1
Fava Beans,71,Delta,Winter,Clay,3.412,242.3
Wheat,61,Upper_Egypt,Winter,Loamy,2.204,134.4
Sugarcane,76,NewLands,Nile,Sandy,28.424,2160.2
Potato,161,North_Coast,Nile,Sandy,14.042,2260.8
Rice,535,Delta,Nile,Clay,3.476,1859.7
Potato,127,North_Coast,Nile,Sandy,14.543,1847.0
Potato,185,Sinai,Winter,Sandy,10.444,1932.1
Cotton,38,NewLands,Nile,Clay,0.904,34.4
Wheat,144,Upper_Egypt,Winter,Loamy,1.986,286.0
Rice,645,Delta,Summer,Clay,4.3,2773.5
Maize,211,Delta,Summer,Loamy,2.692,568.0
Potato,123,Delta,Nile,Sandy,11.341,1394.9
Sugarcane,722,Upper_Egypt,Summer,Clay,52.836,38147.6
Wheat,434,Sinai,Winter,Sandy,1.849,802.5
Maize,792,Delta,Summer,Sandy,3.032,2401.3
Sugarcane,283,Upper_Egypt,Nile,Clay,46.62,13193.5
Wheat,5,Upper_Egypt,Winter,Loamy,2.393,12.0
Rice,1,NewLands,Summer,Clay,3.031,3.0
Potato,34,NewLands,Nile,Sandy,13.531,460.1
Potato,155,North_Coast,Nile,Sandy,11.18,1732.9
Maize,8,Delta,Summer,Sandy,2.339,18.7
Maize,761,Delta,Summer,Loamy,3.612,2748.7
Maize,907,NewLands,Summer,Clay,3.175,2879.7
Potato,21,Delta,Winter,Loamy,14.28,299.9
Tomato,30,Sinai,Winter,Calcareous,11.581,347.4
Potato,231,Sinai,Winter,Loamy,13.921,3215.8
Sugarcane,532,Upper_Egypt,Summer,Clay,46.08,24514.6
Wheat,48,Delta,Winter,Loamy,2.782,133.5
Tomato,56,Delta,Nile,Loamy,18.443,1032.8
Cotton,195,Delta,Summer,Sandy,1.06,206.7
Fava Beans,139,Delta,Winter,Clay,5.161,717.4
Cotton,137,Delta,Summer,Clay,1.103,151.1
Maize,376,North_Coast,Summer,Clay,1.864,700.9
Potato,288,Delta,Winter,Clay,13.2,3801.6
Wheat,101,Sinai,Winter,Clay,2.289,231.2
Maize,687,Upper_Egypt,Summer,Sandy,2.703,1857.0
Rice,648,Delta,Summer,Loamy,3.497,2266.1
Cotton,96,Delta,Summer,Sandy,1.101,105.7
Sugarcane,180,Upper_Egypt,Nile,Clay,48.815,8786.7
Cotton,79,Upper_Egypt,Summer,Clay,1.195,94.4
Fava Beans,122,Upper_Egypt,Winter,Clay,3.829,467.1
Sugarcane,390,Upper_Egypt,Summer,Loamy,61.66886000000001,24050.9
Fava Beans,195,Upper_Egypt,Nile,Clay,2.564,500.0
Potato,121,NewLands,Winter,Sandy,13.249,1603.1
Rice,36,North_Coast,Summer,Clay,2.93,105.5
Cotton,140,Delta,Summer,Loamy,1.388,194.3
Maize,340,Upper_Egypt,Summer,Clay,2.745,933.3
Tomato,127,Delta,Winter,Clay,16.546,2101.3
Maize,918,NewLands,Summer,Loamy,2.772,2544.7
Cotton,80,Delta,Summer,Sandy,1.055,84.4
Sugarcane,536,NewLands,Nile,Clay,42.376,22713.5
Potato,87,North_Coast,Winter,Loamy,14.45,1257.1
Fava Beans,105,Upper_Egypt,Winter,Sandy,4.668,490.1
Tomato,103,Upper_Egypt,Nile,Clay,15.672,1614.2
Sugarcane,563,Upper_Egypt,Summer,Loamy,52.934,29801.8
Sugarcane,254,NewLands,Nile,Clay,39.406,10009.1
Wheat,418,Sinai,Winter,Clay,2.034,850.2
Wheat,253,Sinai,Nile,Sandy,1.5,379.5
Potato,60,NewLands,Winter,Clay,11.812,708.7
Cotton,241,Upper_Egypt,Summer,Calcareous,1.037,249.9
Rice,774,North_Coast,Summer,Clay,3.985,3084.4
Potato,198,North_Coast,Winter,Sandy,14.07,2785.9
Maize,646,NewLands,Summer,Clay,3.575,2309.5
Potato,103,Sinai,Winter,Sandy,10.231,1053.8
Cotton,242,NewLands,Summer,Sandy,1.122,271.5
Tomato,144,Sinai,Nile,Loamy,18.127,2610.3
Potato,182,North_Coast,Winter,Clay,7.397,1346.3
Potato,163,Sinai,Nile,Loamy,10.839,1766.8
Cotton,121,Delta,Nile,Sandy,0.893,108.1
Cotton,111,Upper_Egypt,Summer,Sandy,0.611,67.8
Rice,731,Delta,Summer,Clay,4.54,3318.7
Sugarcane,949,Upper_Egypt,Summer,Clay,54.487,51708.2
Rice,239,Delta,Summer,Clay,4.293,1026.0
Fava Beans,191,North_Coast,Winter,Clay,5.238,1000.5
Sugarcane,447,Upper_Egypt,Summer,Loamy,51.233,22901.2
Cotton,288,Delta,Summer,Sandy,0.925,266.4
